level,frequent_itemset,count,support
3,I25 && Z00 && Z87,274.0,0.054800
3,I25 && Z68 && Z87,265.0,0.053000
3,I25 && Z86 && Z87,355.0,0.071000
3,I48 && Z86 && Z87,268.0,0.053600
3,I70 && I73 && MemberGender=F,253.0,0.050600
3,I70 && I73 && Z00,312.0,0.062400
3,I70 && I73 && Z68,275.0,0.055000
3,I70 && I73 && Z86,263.0,0.052600
3,I70 && I73 && Z87,288.0,0.057600
3,I70 && K21 && Z00,299.0,0.059800
3,I70 && K21 && Z68,252.0,0.050400
3,I70 && K21 && Z86,259.0,0.051800
3,I70 && K21 && Z87,299.0,0.059800
3,I70 && MemberGender=F && N18,252.0,0.050400
3,I70 && MemberGender=F && Z00,647.0,0.129400
3,I70 && MemberGender=F && Z68,552.0,0.110400
3,I70 && MemberGender=F && Z82,254.0,0.050800
3,I70 && MemberGender=F && Z86,473.0,0.094600
3,I70 && MemberGender=F && Z87,539.0,0.107800
3,I70 && MemberGender=F && ageGroup=greater_than_80,404.0,0.080800
3,I70 && MemberGender=M && Z00,357.0,0.071400
3,I70 && MemberGender=M && Z68,324.0,0.064800
3,I70 && MemberGender=M && Z86,288.0,0.057600
3,I70 && MemberGender=M && Z87,342.0,0.068400
3,I70 && N18 && Z00,343.0,0.068600
3,I70 && N18 && Z68,292.0,0.058400
3,I70 && N18 && Z86,281.0,0.056200
3,I70 && N18 && Z87,329.0,0.065800
3,I70 && N18 && ageGroup=greater_than_80,282.0,0.056400
3,I70 && R73 && Z00,278.0,0.055600
3,I70 && Z00 && Z68,757.0,0.151400
3,I70 && Z00 && Z82,309.0,0.061800
3,I70 && Z00 && Z86,631.0,0.126200
3,I70 && Z00 && Z87,727.0,0.145400
3,I70 && Z00 && ageGroup=greater_than_80,459.0,0.091800
3,I70 && Z68 && Z82,286.0,0.057200
3,I70 && Z68 && Z86,550.0,0.110000
3,I70 && Z68 && Z87,635.0,0.127000
3,I70 && Z68 && ageGroup=greater_than_80,377.0,0.075400
3,I70 && Z82 && Z86,255.0,0.051000
3,I70 && Z82 && Z87,293.0,0.058600
3,I70 && Z86 && Z87,661.0,0.132200
3,I70 && Z86 && ageGroup=greater_than_80,388.0,0.077600
3,I70 && Z87 && ageGroup=greater_than_80,432.0,0.086400
3,I73 && MemberGender=F && Z00,318.0,0.063600
3,I73 && MemberGender=F && Z68,272.0,0.054400
3,I73 && MemberGender=F && Z86,251.0,0.050200
3,I73 && MemberGender=F && Z87,272.0,0.054400
3,I73 && Z00 && Z68,356.0,0.071200
3,I73 && Z00 && Z86,320.0,0.064000
3,I73 && Z00 && Z87,360.0,0.072000
3,I73 && Z68 && Z86,275.0,0.055000
3,I73 && Z68 && Z87,303.0,0.060600
3,I73 && Z86 && Z87,356.0,0.071200
3,I77 && Z00 && Z87,257.0,0.051400
3,I77 && Z86 && Z87,252.0,0.050400
3,J30 && Z00 && Z68,297.0,0.059400
3,J30 && Z00 && Z87,288.0,0.057600
3,J30 && Z68 && Z87,254.0,0.050800
3,J30 && Z86 && Z87,270.0,0.054000
3,J45 && Z86 && Z87,253.0,0.050600
3,K21 && MemberGender=F && Z00,473.0,0.094600
3,K21 && MemberGender=F && Z68,404.0,0.080800
3,K21 && MemberGender=F && Z86,443.0,0.088600
3,K21 && MemberGender=F && Z87,511.0,0.102200
3,K21 && MemberGender=F && ageGroup=greater_than_80,284.0,0.056800
3,K21 && MemberGender=M && Z87,289.0,0.057800
3,K21 && N18 && Z87,253.0,0.050600
3,K21 && Z00 && Z68,513.0,0.102600
3,K21 && Z00 && Z82,250.0,0.050000
3,K21 && Z00 && Z86,457.0,0.091400
3,K21 && Z00 && Z87,539.0,0.107800
3,K21 && Z00 && ageGroup=greater_than_80,255.0,0.051000
3,K21 && Z68 && Z86,405.0,0.081000
3,K21 && Z68 && Z87,490.0,0.098000
3,K21 && Z82 && Z87,268.0,0.053600
3,K21 && Z86 && Z87,583.0,0.116600
3,K21 && Z86 && ageGroup=greater_than_80,266.0,0.053200
3,K21 && Z87 && ageGroup=greater_than_80,303.0,0.060600
3,M17 && MemberGender=F && Z00,253.0,0.050600
3,M17 && MemberGender=F && Z68,252.0,0.050400
3,M17 && MemberGender=F && Z87,265.0,0.053000
3,M17 && Z00 && Z68,269.0,0.053800
3,M17 && Z00 && Z87,271.0,0.054200
3,M17 && Z68 && Z87,269.0,0.053800
3,M17 && Z86 && Z87,269.0,0.053800
3,M19 && MemberGender=F && Z00,295.0,0.059000
3,M19 && MemberGender=F && Z68,278.0,0.055600
3,M19 && MemberGender=F && Z86,266.0,0.053200
3,M19 && MemberGender=F && Z87,300.0,0.060000
3,M19 && Z00 && Z68,302.0,0.060400
3,M19 && Z00 && Z86,261.0,0.052200
3,M19 && Z00 && Z87,308.0,0.061600
3,M19 && Z68 && Z87,285.0,0.057000
3,M19 && Z86 && Z87,322.0,0.064400
3,M25 && MemberGender=F && Z00,337.0,0.067400
3,M25 && MemberGender=F && Z68,306.0,0.061200
3,M25 && MemberGender=F && Z86,314.0,0.062800
3,M25 && MemberGender=F && Z87,359.0,0.071800
3,M25 && Z00 && Z68,365.0,0.073000
3,M25 && Z00 && Z86,326.0,0.065200
3,M25 && Z00 && Z87,381.0,0.076200
3,M25 && Z68 && Z86,301.0,0.060200
3,M25 && Z68 && Z87,345.0,0.069000
3,M25 && Z86 && Z87,415.0,0.083000
3,M54 && MemberGender=F && Z00,363.0,0.072600
3,M54 && MemberGender=F && Z68,321.0,0.064200
3,M54 && MemberGender=F && Z86,291.0,0.058200
3,M54 && MemberGender=F && Z87,372.0,0.074400
3,M54 && Z00 && Z68,399.0,0.079800
3,M54 && Z00 && Z86,337.0,0.067400
3,M54 && Z00 && Z87,416.0,0.083200
3,M54 && Z68 && Z86,312.0,0.062400
3,M54 && Z68 && Z87,395.0,0.079000
3,M54 && Z86 && Z87,423.0,0.084600
3,M79 && Z00 && Z87,250.0,0.050000
3,M79 && Z86 && Z87,274.0,0.054800
3,M81 && MemberGender=F && Z00,510.0,0.102000
3,M81 && MemberGender=F && Z68,389.0,0.077800
3,M81 && MemberGender=F && Z86,423.0,0.084600
3,M81 && MemberGender=F && Z87,467.0,0.093400
3,M81 && MemberGender=F && ageGroup=greater_than_80,330.0,0.066000
3,M81 && Z00 && Z68,355.0,0.071000
3,M81 && Z00 && Z86,342.0,0.068400
3,M81 && Z00 && Z87,378.0,0.075600
3,M81 && Z68 && Z86,266.0,0.053200
3,M81 && Z68 && Z87,307.0,0.061400
3,M81 && Z86 && Z87,385.0,0.077000
3,M85 && MemberGender=F && Z00,419.0,0.083800
3,M85 && MemberGender=F && Z68,353.0,0.070600
3,M85 && MemberGender=F && Z86,325.0,0.065000
3,M85 && MemberGender=F && Z87,364.0,0.072800
3,M85 && Z00 && Z68,345.0,0.069000
3,M85 && Z00 && Z86,299.0,0.059800
3,M85 && Z00 && Z87,334.0,0.066800
3,M85 && Z68 && Z86,255.0,0.051000
3,M85 && Z68 && Z87,277.0,0.055400
3,M85 && Z86 && Z87,300.0,0.060000
3,MemberGender=F && N18 && Z00,407.0,0.081400
3,MemberGender=F && N18 && Z68,372.0,0.074400
3,MemberGender=F && N18 && Z86,376.0,0.075200
3,MemberGender=F && N18 && Z87,407.0,0.081400
3,MemberGender=F && N18 && ageGroup=greater_than_80,397.0,0.079400
3,MemberGender=F && R73 && Z00,492.0,0.098400
3,MemberGender=F && R73 && Z68,413.0,0.082600
3,MemberGender=F && R73 && Z86,342.0,0.068400
3,MemberGender=F && R73 && Z87,394.0,0.078800
3,MemberGender=F && Z00 && Z12,271.0,0.054200
3,MemberGender=F && Z00 && Z13,253.0,0.050600
3,MemberGender=F && Z00 && Z60,310.0,0.062000
3,MemberGender=F && Z00 && Z63,287.0,0.057400
3,MemberGender=F && Z00 && Z68,1266.0,0.253200
3,MemberGender=F && Z00 && Z72,368.0,0.073600
3,MemberGender=F && Z00 && Z78,270.0,0.054000
3,MemberGender=F && Z00 && Z79,351.0,0.070200
3,MemberGender=F && Z00 && Z82,520.0,0.104000
3,MemberGender=F && Z00 && Z83,333.0,0.066600
3,MemberGender=F && Z00 && Z85,291.0,0.058200
3,MemberGender=F && Z00 && Z86,983.0,0.196600
3,MemberGender=F && Z00 && Z87,1143.0,0.228600
3,MemberGender=F && Z00 && ageGroup=between_70_and_75,531.0,0.106200
3,MemberGender=F && Z00 && ageGroup=between_75_and_80,358.0,0.071600
3,MemberGender=F && Z00 && ageGroup=greater_than_80,614.0,0.122800
3,MemberGender=F && Z12 && Z87,250.0,0.050000
3,MemberGender=F && Z60 && Z68,275.0,0.055000
3,MemberGender=F && Z60 && Z86,283.0,0.056600
3,MemberGender=F && Z60 && Z87,323.0,0.064600
3,MemberGender=F && Z63 && Z86,294.0,0.058800
3,MemberGender=F && Z63 && Z87,338.0,0.067600
3,MemberGender=F && Z68 && Z72,337.0,0.067400
3,MemberGender=F && Z68 && Z79,357.0,0.071400
3,MemberGender=F && Z68 && Z82,468.0,0.093600
3,MemberGender=F && Z68 && Z83,309.0,0.061800
3,MemberGender=F && Z68 && Z85,251.0,0.050200
3,MemberGender=F && Z68 && Z86,920.0,0.184000
3,MemberGender=F && Z68 && Z87,1064.0,0.212800
3,MemberGender=F && Z68 && ageGroup=between_70_and_75,486.0,0.097200
3,MemberGender=F && Z68 && ageGroup=between_75_and_80,309.0,0.061800
3,MemberGender=F && Z68 && ageGroup=greater_than_80,533.0,0.106600
3,MemberGender=F && Z72 && Z86,316.0,0.063200
3,MemberGender=F && Z72 && Z87,386.0,0.077200
3,MemberGender=F && Z79 && Z86,351.0,0.070200
3,MemberGender=F && Z79 && Z87,398.0,0.079600
3,MemberGender=F && Z82 && Z86,446.0,0.089200
3,MemberGender=F && Z82 && Z87,507.0,0.101400
3,MemberGender=F && Z82 && ageGroup=greater_than_80,261.0,0.052200
3,MemberGender=F && Z83 && Z86,266.0,0.053200
3,MemberGender=F && Z83 && Z87,312.0,0.062400
3,MemberGender=F && Z85 && Z86,284.0,0.056800
3,MemberGender=F && Z85 && Z87,330.0,0.066000
3,MemberGender=F && Z86 && Z87,1123.0,0.224600
3,MemberGender=F && Z86 && ageGroup=between_70_and_75,358.0,0.071600
3,MemberGender=F && Z86 && ageGroup=between_75_and_80,289.0,0.057800
3,MemberGender=F && Z86 && ageGroup=greater_than_80,575.0,0.115000
3,MemberGender=F && Z87 && Z98,281.0,0.056200
3,MemberGender=F && Z87 && ageGroup=between_70_and_75,447.0,0.089400
3,MemberGender=F && Z87 && ageGroup=between_75_and_80,334.0,0.066800
3,MemberGender=F && Z87 && ageGroup=greater_than_80,623.0,0.124600
3,MemberGender=M && N18 && Z00,299.0,0.059800
3,MemberGender=M && N18 && Z68,280.0,0.056000
3,MemberGender=M && N18 && Z86,277.0,0.055400
3,MemberGender=M && N18 && Z87,360.0,0.072000
3,MemberGender=M && N40 && Z00,370.0,0.074000
3,MemberGender=M && N40 && Z68,330.0,0.066000
3,MemberGender=M && N40 && Z86,335.0,0.067000
3,MemberGender=M && N40 && Z87,426.0,0.085200
3,MemberGender=M && R73 && Z00,300.0,0.060000
3,MemberGender=M && R73 && Z68,289.0,0.057800
3,MemberGender=M && R73 && Z86,264.0,0.052800
3,MemberGender=M && R73 && Z87,310.0,0.062000
3,MemberGender=M && Z00 && Z68,868.0,0.173600
3,MemberGender=M && Z00 && Z72,333.0,0.066600
3,MemberGender=M && Z00 && Z79,251.0,0.050200
3,MemberGender=M && Z00 && Z82,291.0,0.058200
3,MemberGender=M && Z00 && Z86,654.0,0.130800
3,MemberGender=M && Z00 && Z87,822.0,0.164400
3,MemberGender=M && Z00 && ageGroup=between_70_and_75,349.0,0.069800
3,MemberGender=M && Z00 && ageGroup=between_75_and_80,261.0,0.052200
3,MemberGender=M && Z00 && ageGroup=greater_than_80,336.0,0.067200
3,MemberGender=M && Z68 && Z72,328.0,0.065600
3,MemberGender=M && Z68 && Z79,263.0,0.052600
3,MemberGender=M && Z68 && Z82,292.0,0.058400
3,MemberGender=M && Z68 && Z86,615.0,0.123000
3,MemberGender=M && Z68 && Z87,781.0,0.156200
3,MemberGender=M && Z68 && ageGroup=between_70_and_75,331.0,0.066200
3,MemberGender=M && Z68 && ageGroup=greater_than_80,288.0,0.057600
3,MemberGender=M && Z72 && Z86,297.0,0.059400
3,MemberGender=M && Z72 && Z87,369.0,0.073800
3,MemberGender=M && Z79 && Z87,315.0,0.063000
3,MemberGender=M && Z82 && Z86,252.0,0.050400
3,MemberGender=M && Z82 && Z87,321.0,0.064200
3,MemberGender=M && Z86 && Z87,834.0,0.166800
3,MemberGender=M && Z86 && ageGroup=between_70_and_75,257.0,0.051400
3,MemberGender=M && Z86 && ageGroup=greater_than_80,303.0,0.060600
3,MemberGender=M && Z87 && ageGroup=between_70_and_75,343.0,0.068600
3,MemberGender=M && Z87 && ageGroup=between_75_and_80,287.0,0.057400
3,MemberGender=M && Z87 && ageGroup=greater_than_80,408.0,0.081600
3,N18 && Z00 && Z68,504.0,0.100800
3,N18 && Z00 && Z79,251.0,0.050200
3,N18 && Z00 && Z86,442.0,0.088400
3,N18 && Z00 && Z87,513.0,0.102600
3,N18 && Z00 && ageGroup=greater_than_80,392.0,0.078400
3,N18 && Z68 && Z86,398.0,0.079600
3,N18 && Z68 && Z87,473.0,0.094600
3,N18 && Z68 && ageGroup=greater_than_80,326.0,0.065200
3,N18 && Z79 && Z87,290.0,0.058000
3,N18 && Z86 && Z87,541.0,0.108200
3,N18 && Z86 && ageGroup=greater_than_80,386.0,0.077200
3,N18 && Z87 && ageGroup=greater_than_80,431.0,0.086200
3,N40 && Z00 && Z68,260.0,0.052000
3,N40 && Z00 && Z87,281.0,0.056200
3,N40 && Z68 && Z87,252.0,0.050400
3,N40 && Z86 && Z87,289.0,0.057800
3,R73 && Z00 && Z68,597.0,0.119400
3,R73 && Z00 && Z86,481.0,0.096200
3,R73 && Z00 && Z87,547.0,0.109400
3,R73 && Z68 && Z86,439.0,0.087800
3,R73 && Z68 && Z87,508.0,0.101600
3,R73 && Z86 && Z87,510.0,0.102000
3,Z00 && Z12 && Z68,270.0,0.054000
3,Z00 && Z12 && Z87,271.0,0.054200
3,Z00 && Z13 && Z68,318.0,0.063600
3,Z00 && Z13 && Z86,251.0,0.050200
3,Z00 && Z13 && Z87,291.0,0.058200
3,Z00 && Z23 && Z87,250.0,0.050000
3,Z00 && Z60 && Z68,361.0,0.072200
3,Z00 && Z60 && Z86,324.0,0.064800
3,Z00 && Z60 && Z87,364.0,0.072800
3,Z00 && Z63 && Z68,253.0,0.050600
3,Z00 && Z63 && Z86,270.0,0.054000
3,Z00 && Z63 && Z87,309.0,0.061800
3,Z00 && Z68 && Z72,552.0,0.110400
3,Z00 && Z68 && Z78,327.0,0.065400
3,Z00 && Z68 && Z79,473.0,0.094600
3,Z00 && Z68 && Z82,630.0,0.126000
3,Z00 && Z68 && Z83,424.0,0.084800
3,Z00 && Z68 && Z85,350.0,0.070000
3,Z00 && Z68 && Z86,1243.0,0.248600
3,Z00 && Z68 && Z87,1484.0,0.296800
3,Z00 && Z68 && Z98,305.0,0.061000
3,Z00 && Z68 && ageGroup=between_65_and_70,280.0,0.056000
3,Z00 && Z68 && ageGroup=between_70_and_75,656.0,0.131200
3,Z00 && Z68 && ageGroup=between_75_and_80,453.0,0.090600
3,Z00 && Z68 && ageGroup=greater_than_80,638.0,0.127600
3,Z00 && Z72 && Z86,465.0,0.093000
3,Z00 && Z72 && Z87,557.0,0.111400
3,Z00 && Z78 && Z86,255.0,0.051000
3,Z00 && Z78 && Z87,280.0,0.056000
3,Z00 && Z79 && Z86,381.0,0.076200
3,Z00 && Z79 && Z87,459.0,0.091800
3,Z00 && Z82 && Z83,257.0,0.051400
3,Z00 && Z82 && Z86,526.0,0.105200
3,Z00 && Z82 && Z87,610.0,0.122000
3,Z00 && Z82 && ageGroup=between_70_and_75,258.0,0.051600
3,Z00 && Z82 && ageGroup=greater_than_80,266.0,0.053200
3,Z00 && Z83 && Z86,333.0,0.066600
3,Z00 && Z83 && Z87,397.0,0.079400
3,Z00 && Z85 && Z86,345.0,0.069000
3,Z00 && Z85 && Z87,374.0,0.074800
3,Z00 && Z86 && Z87,1367.0,0.273400
3,Z00 && Z86 && Z98,291.0,0.058200
3,Z00 && Z86 && ageGroup=between_70_and_75,429.0,0.085800
3,Z00 && Z86 && ageGroup=between_75_and_80,362.0,0.072400
3,Z00 && Z86 && ageGroup=greater_than_80,594.0,0.118800
3,Z00 && Z87 && Z98,339.0,0.067800
3,Z00 && Z87 && ageGroup=between_70_and_75,552.0,0.110400
3,Z00 && Z87 && ageGroup=between_75_and_80,424.0,0.084800
3,Z00 && Z87 && ageGroup=greater_than_80,669.0,0.133800
3,Z13 && Z68 && Z87,258.0,0.051600
3,Z23 && Z86 && Z87,251.0,0.050200
3,Z60 && Z68 && Z86,291.0,0.058200
3,Z60 && Z68 && Z87,331.0,0.066200
3,Z60 && Z86 && Z87,379.0,0.075800
3,Z63 && Z68 && Z87,268.0,0.053600
3,Z63 && Z86 && Z87,336.0,0.067200
3,Z68 && Z72 && Z86,439.0,0.087800
3,Z68 && Z72 && Z87,531.0,0.106200
3,Z68 && Z79 && Z86,385.0,0.077000
3,Z68 && Z79 && Z87,469.0,0.093800
3,Z68 && Z82 && Z83,250.0,0.050000
3,Z68 && Z82 && Z86,490.0,0.098000
3,Z68 && Z82 && Z87,584.0,0.116800
3,Z68 && Z83 && Z86,311.0,0.062200
3,Z68 && Z83 && Z87,384.0,0.076800
3,Z68 && Z85 && Z86,315.0,0.063000
3,Z68 && Z85 && Z87,346.0,0.069200
3,Z68 && Z86 && Z87,1291.0,0.258200
3,Z68 && Z86 && Z98,275.0,0.055000
3,Z68 && Z86 && ageGroup=between_70_and_75,434.0,0.086800
3,Z68 && Z86 && ageGroup=between_75_and_80,334.0,0.066800
3,Z68 && Z86 && ageGroup=greater_than_80,507.0,0.101400
3,Z68 && Z87 && Z98,323.0,0.064600
3,Z68 && Z87 && ageGroup=between_70_and_75,549.0,0.109800
3,Z68 && Z87 && ageGroup=between_75_and_80,398.0,0.079600
3,Z68 && Z87 && ageGroup=greater_than_80,560.0,0.112000
3,Z72 && Z82 && Z87,252.0,0.050400
3,Z72 && Z86 && Z87,537.0,0.107400
3,Z78 && Z86 && Z87,255.0,0.051000
3,Z79 && Z86 && Z87,504.0,0.100800
3,Z79 && Z87 && ageGroup=greater_than_80,258.0,0.051600
3,Z82 && Z83 && Z87,261.0,0.052200
3,Z82 && Z86 && Z87,588.0,0.117600
3,Z82 && Z87 && ageGroup=greater_than_80,271.0,0.054200
3,Z83 && Z86 && Z87,365.0,0.073000
3,Z85 && Z86 && Z87,418.0,0.083600
3,Z85 && Z87 && ageGroup=greater_than_80,255.0,0.051000
3,Z86 && Z87 && Z90,257.0,0.051400
3,Z86 && Z87 && Z98,351.0,0.070200
3,Z86 && Z87 && ageGroup=between_70_and_75,493.0,0.098600
3,Z86 && Z87 && ageGroup=between_75_and_80,427.0,0.085400
3,Z86 && Z87 && ageGroup=greater_than_80,716.0,0.143200
4,E03 && E78 && I10 && MemberGender=F,256.0,0.051200
4,E03 && E78 && MemberGender=F && Z00,252.0,0.050400
4,E03 && E78 && MemberGender=F && Z87,250.0,0.050000
4,E03 && E78 && Z86 && Z87,264.0,0.052800
4,E11 && E66 && E78 && I10,325.0,0.065000
4,E11 && E66 && E78 && Z00,304.0,0.060800
4,E11 && E66 && E78 && Z68,378.0,0.075600
4,E11 && E66 && E78 && Z87,270.0,0.054000
4,E11 && E66 && I10 && Z00,255.0,0.051000
4,E11 && E66 && I10 && Z68,323.0,0.064600
4,E11 && E66 && Z00 && Z68,311.0,0.062200
4,E11 && E66 && Z68 && Z87,279.0,0.055800
4,E11 && E78 && I10 && I70,290.0,0.058000
4,E11 && E78 && I10 && K21,263.0,0.052600
4,E11 && E78 && I10 && MemberGender=F,503.0,0.100600
4,E11 && E78 && I10 && MemberGender=M,384.0,0.076800
4,E11 && E78 && I10 && N18,346.0,0.069200
4,E11 && E78 && I10 && Z00,517.0,0.103400
4,E11 && E78 && I10 && Z68,499.0,0.099800
4,E11 && E78 && I10 && Z79,496.0,0.099200
4,E11 && E78 && I10 && Z82,276.0,0.055200
4,E11 && E78 && I10 && Z83,293.0,0.058600
4,E11 && E78 && I10 && Z86,457.0,0.091400
4,E11 && E78 && I10 && Z87,575.0,0.115000
4,E11 && E78 && I10 && ageGroup=greater_than_80,321.0,0.064200
4,E11 && E78 && I12 && N18,285.0,0.057000
4,E11 && E78 && I70 && Z00,278.0,0.055600
4,E11 && E78 && I70 && Z68,253.0,0.050600
4,E11 && E78 && I70 && Z87,264.0,0.052800
4,E11 && E78 && MemberGender=F && N18,275.0,0.055000
4,E11 && E78 && MemberGender=F && Z00,376.0,0.075200
4,E11 && E78 && MemberGender=F && Z68,367.0,0.073400
4,E11 && E78 && MemberGender=F && Z79,333.0,0.066600
4,E11 && E78 && MemberGender=F && Z86,343.0,0.068600
4,E11 && E78 && MemberGender=F && Z87,388.0,0.077600
4,E11 && E78 && MemberGender=F && ageGroup=greater_than_80,253.0,0.050600
4,E11 && E78 && MemberGender=M && Z00,290.0,0.058000
4,E11 && E78 && MemberGender=M && Z68,279.0,0.055800
4,E11 && E78 && MemberGender=M && Z79,287.0,0.057400
4,E11 && E78 && MemberGender=M && Z87,337.0,0.067400
4,E11 && E78 && N18 && Z00,323.0,0.064600
4,E11 && E78 && N18 && Z68,302.0,0.060400
4,E11 && E78 && N18 && Z79,289.0,0.057800
4,E11 && E78 && N18 && Z86,288.0,0.057600
4,E11 && E78 && N18 && Z87,351.0,0.070200
4,E11 && E78 && Z00 && Z68,485.0,0.097000
4,E11 && E78 && Z00 && Z79,370.0,0.074000
4,E11 && E78 && Z00 && Z86,372.0,0.074400
4,E11 && E78 && Z00 && Z87,457.0,0.091400
4,E11 && E78 && Z68 && Z79,372.0,0.074400
4,E11 && E78 && Z68 && Z86,359.0,0.071800
4,E11 && E78 && Z68 && Z87,450.0,0.090000
4,E11 && E78 && Z79 && Z86,346.0,0.069200
4,E11 && E78 && Z79 && Z87,430.0,0.086000
4,E11 && E78 && Z83 && Z87,268.0,0.053600
4,E11 && E78 && Z86 && Z87,486.0,0.097200
4,E11 && E78 && Z87 && ageGroup=greater_than_80,272.0,0.054400
4,E11 && I10 && MemberGender=F && Z00,321.0,0.064200
4,E11 && I10 && MemberGender=F && Z68,315.0,0.063000
4,E11 && I10 && MemberGender=F && Z79,310.0,0.062000
4,E11 && I10 && MemberGender=F && Z86,292.0,0.058400
4,E11 && I10 && MemberGender=F && Z87,346.0,0.069200
4,E11 && I10 && MemberGender=M && Z87,293.0,0.058600
4,E11 && I10 && N18 && Z00,250.0,0.050000
4,E11 && I10 && N18 && Z87,273.0,0.054600
4,E11 && I10 && Z00 && Z68,401.0,0.080200
4,E11 && I10 && Z00 && Z79,311.0,0.062200
4,E11 && I10 && Z00 && Z86,304.0,0.060800
4,E11 && I10 && Z00 && Z87,390.0,0.078000
4,E11 && I10 && Z68 && Z79,316.0,0.063200
4,E11 && I10 && Z68 && Z86,303.0,0.060600
4,E11 && I10 && Z68 && Z87,392.0,0.078400
4,E11 && I10 && Z79 && Z86,292.0,0.058400
4,E11 && I10 && Z79 && Z87,372.0,0.074400
4,E11 && I10 && Z86 && Z87,421.0,0.084200
4,E11 && MemberGender=F && Z00 && Z68,297.0,0.059400
4,E11 && MemberGender=F && Z00 && Z87,277.0,0.055400
4,E11 && MemberGender=F && Z68 && Z87,282.0,0.056400
4,E11 && MemberGender=F && Z86 && Z87,302.0,0.060400
4,E11 && N18 && Z00 && Z68,260.0,0.052000
4,E11 && N18 && Z00 && Z87,258.0,0.051600
4,E11 && N18 && Z86 && Z87,263.0,0.052600
4,E11 && Z00 && Z68 && Z79,301.0,0.060200
4,E11 && Z00 && Z68 && Z86,294.0,0.058800
4,E11 && Z00 && Z68 && Z87,373.0,0.074600
4,E11 && Z00 && Z79 && Z87,285.0,0.057000
4,E11 && Z00 && Z86 && Z87,339.0,0.067800
4,E11 && Z68 && Z79 && Z87,298.0,0.059600
4,E11 && Z68 && Z86 && Z87,339.0,0.067800
4,E11 && Z79 && Z86 && Z87,319.0,0.063800
4,E55 && E78 && I10 && Z87,259.0,0.051800
4,E55 && E78 && Z00 && Z68,280.0,0.056000
4,E55 && E78 && Z00 && Z87,275.0,0.055000
4,E55 && E78 && Z86 && Z87,280.0,0.056000
4,E55 && Z00 && Z68 && Z87,273.0,0.054600
4,E55 && Z00 && Z86 && Z87,257.0,0.051400
4,E66 && E78 && I10 && I70,287.0,0.057400
4,E66 && E78 && I10 && MemberGender=F,423.0,0.084600
4,E66 && E78 && I10 && MemberGender=M,332.0,0.066400
4,E66 && E78 && I10 && Z00,600.0,0.120000
4,E66 && E78 && I10 && Z68,703.0,0.140600
4,E66 && E78 && I10 && Z82,299.0,0.059800
4,E66 && E78 && I10 && Z86,435.0,0.087000
4,E66 && E78 && I10 && Z87,517.0,0.103400
4,E66 && E78 && I70 && Z00,333.0,0.066600
4,E66 && E78 && I70 && Z68,358.0,0.071600
4,E66 && E78 && I70 && Z87,262.0,0.052400
4,E66 && E78 && K21 && Z68,277.0,0.055400
4,E66 && E78 && MemberGender=F && Z00,472.0,0.094400
4,E66 && E78 && MemberGender=F && Z68,558.0,0.111600
4,E66 && E78 && MemberGender=F && Z86,340.0,0.068000
4,E66 && E78 && MemberGender=F && Z87,386.0,0.077200
4,E66 && E78 && MemberGender=M && Z00,372.0,0.074400
4,E66 && E78 && MemberGender=M && Z68,441.0,0.088200
4,E66 && E78 && MemberGender=M && Z86,260.0,0.052000
4,E66 && E78 && MemberGender=M && Z87,329.0,0.065800
4,E66 && E78 && N18 && Z00,250.0,0.050000
4,E66 && E78 && N18 && Z68,300.0,0.060000
4,E66 && E78 && R73 && Z00,258.0,0.051600
4,E66 && E78 && R73 && Z68,287.0,0.057400
4,E66 && E78 && Z00 && Z68,815.0,0.163000
4,E66 && E78 && Z00 && Z82,301.0,0.060200
4,E66 && E78 && Z00 && Z86,492.0,0.098400
4,E66 && E78 && Z00 && Z87,584.0,0.116800
4,E66 && E78 && Z00 && ageGroup=between_70_and_75,257.0,0.051400
4,E66 && E78 && Z68 && Z72,257.0,0.051400
4,E66 && E78 && Z68 && Z79,286.0,0.057200
4,E66 && E78 && Z68 && Z82,344.0,0.068800
4,E66 && E78 && Z68 && Z86,574.0,0.114800
4,E66 && E78 && Z68 && Z87,685.0,0.137000
4,E66 && E78 && Z68 && ageGroup=between_70_and_75,302.0,0.060400
4,E66 && E78 && Z68 && ageGroup=greater_than_80,272.0,0.054400
4,E66 && E78 && Z82 && Z87,274.0,0.054800
4,E66 && E78 && Z86 && Z87,500.0,0.100000
4,E66 && I10 && I70 && Z00,298.0,0.059600
4,E66 && I10 && I70 && Z68,320.0,0.064000
4,E66 && I10 && MemberGender=F && Z00,395.0,0.079000
4,E66 && I10 && MemberGender=F && Z68,473.0,0.094600
4,E66 && I10 && MemberGender=F && Z86,290.0,0.058000
4,E66 && I10 && MemberGender=F && Z87,324.0,0.064800
4,E66 && I10 && MemberGender=M && Z00,305.0,0.061000
4,E66 && I10 && MemberGender=M && Z68,366.0,0.073200
4,E66 && I10 && MemberGender=M && Z87,273.0,0.054600
4,E66 && I10 && Z00 && Z68,668.0,0.133600
4,E66 && I10 && Z00 && Z82,284.0,0.056800
4,E66 && I10 && Z00 && Z86,404.0,0.080800
4,E66 && I10 && Z00 && Z87,474.0,0.094800
4,E66 && I10 && Z68 && Z82,320.0,0.064000
4,E66 && I10 && Z68 && Z86,482.0,0.096400
4,E66 && I10 && Z68 && Z87,564.0,0.112800
